0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+01,2.852296131249169875e+01,-1.530809570306923838e-05,-9.319032809925161526e-06,2.784286853409033294e-04
2.500000000000000000e+01,5.704592262498339750e+01,-6.271097793594039875e-05,-3.727628618315033182e-05,1.117459838109068591e-03
3.750000000000000000e+01,8.556888393747509269e+01,-1.446360162125696056e-04,-8.387021717022163361e-05,2.522544631473741614e-03
5.000000000000000000e+01,1.140918452499667950e+02,-2.627232681852013398e-04,-1.490972812058974340e-04,4.496603900078648824e-03
6.250000000000000000e+01,1.426148065624584831e+02,-4.182117340925865616e-04,-2.329538854077783082e-04,7.042006283181610066e-03
7.500000000000000000e+01,1.711377678749501854e+02,-6.121112903770402651e-04,-3.354366432293225532e-04,1.016114511927459704e-02
8.750000000000000000e+01,1.996607291874418877e+02,-8.452924567285257512e-04,-4.565423264377517151e-04,1.385665690008921688e-02
1.000000000000000000e+02,2.281836904999335900e+02,-1.118536036770064260e-03,-5.962677783155883454e-04,1.813151916372441469e-02
1.125000000000000000e+02,2.567066518124252639e+02,-1.432562230573930897e-03,-7.546098383662107074e-04,2.298910459961911457e-02
1.250000000000000000e+02,2.852296131249169662e+02,-1.788049044354663060e-03,-9.315652879499374157e-04,2.843321795089149076e-02
1.375000000000000000e+02,3.137525744374086685e+02,-2.185644981571220613e-03,-1.127130806707693327e-03,3.446812523652551669e-02
1.500000000000000000e+02,3.422755357499003708e+02,-2.625978577056411068e-03,-1.341302939062161094e-03,4.109857890309315254e-02
1.625000000000000000e+02,3.707984970623920731e+02,-3.109666096087985738e-03,-1.574078062409324042e-03,4.832984048324996673e-02
1.750000000000000000e+02,3.993214583748837754e+02,-3.637318106525570111e-03,-1.825452359521493500e-03,5.616770158012929226e-02
1.875000000000000000e+02,4.278444196873754777e+02,-4.209545304773653664e-03,-2.095421789187456359e-03,6.461850373001376546e-02
2.000000000000000000e+02,4.563673809998671800e+02,-4.826963823467551179e-03,-2.383982059034023531e-03,7.368915753110927280e-02
2.125000000000000000e+02,4.848903423123588823e+02,-5.490200154759186137e-03,-2.691128595394132531e-03,8.338716138700513758e-02
2.250000000000000000e+02,5.134133036248505277e+02,-6.199895788522184585e-03,-3.016856514547599892e-03,9.372062013856230500e-02
